"Date","Time","I","tempC","DO.meas","atmo.pressure","salinity","WSpd"
"2012-09-04","07:45:00",481.222222222222,29.8,4.8149918583671,1.00296150049358,26.7,2.5
"2012-09-04","08:00:00",519.444444444444,29.7,4.82539533810897,1.00296150049358,26.8,2.5
"2012-09-04","08:15:00",413.777777777778,29.8,4.83561595536049,1.00296150049358,25.6,3
"2012-09-04","08:30:00",410.666666666667,29.9,4.84560764459827,1.00296150049358,26.9,2.9
"2012-09-04","08:45:00",348.111111111111,29.8,4.85533131548812,1.00296150049358,26.8,3
"2012-09-04","09:00:00",380.222222222222,29.8,4.86474540116459,1.00296150049358,27,2.7
"2012-09-04","09:15:00",585,29.8,4.87378443703564,1.00296150049358,27.4,3.7
"2012-09-04","09:30:00",1134,29.7,4.88238576791525,1.00296150049358,27.3,3.1
"2012-09-04","09:45:00",1237.77777777778,29.7,4.89049965804655,1.00296150049358,27,3.4
"2012-09-04","10:00:00",1231.44444444444,29.7,4.89808971431695,1.00296150049358,25.5,3.2
"2012-09-04","10:15:00",634,29.7,4.90514005496355,1.00296150049358,25.2,3.8
"2012-09-04","10:30:00",752.222222222222,29.7,4.91164776017225,1.00296150049358,25.1,2.5
"2012-09-04","10:45:00",617.777777777778,29.7,4.91761723637576,1.00296150049358,24.8,2.9
"2012-09-04","11:00:00",441.666666666667,29.8,4.92306154439857,1.00296150049358,24.7,2.7
"2012-09-04","11:15:00",464.222222222222,29.8,4.92800028410401,1.00296150049358,25,2.1
"2012-09-04","11:30:00",396.555555555556,29.9,4.93246106124288,1.00394866732478,25.3,2.5
"2012-09-04","11:45:00",114.777777777778,29.8,4.93647884855892,1.00394866732478,25,3.7
"2012-09-04","12:00:00",165.777777777778,29.7,4.94009114758814,1.00394866732478,23.1,4.2
"2012-09-04","12:15:00",212.666666666667,29.7,4.94333912089632,1.00394866732478,22.8,3.7
"2012-09-04","12:30:00",236,29.7,4.94627627290022,1.00394866732478,24.6,3.7
"2012-09-04","12:45:00",295,29.7,4.94896232883272,1.00296150049358,23.9,2.9
"2012-09-04","13:00:00",372.888888888889,29.7,4.95146148000082,1.00296150049358,24.9,1.4
"2012-09-04","13:15:00",442.444444444444,29.7,4.95383064962626,1.00296150049358,24.8,1.2
"2012-09-04","13:30:00",361.111111111111,29.7,4.95611760005773,1.00197433366239,25,1.1
"2012-09-04","13:45:00",398,29.7,4.95836412441262,1.00197433366239,24.8,0.7
"2012-09-04","14:00:00",501.222222222222,29.7,4.96060288636151,1.00197433366239,25.3,0.7
"2012-09-04","14:15:00",490.666666666667,29.7,4.96285801704223,1.00197433366239,24.5,1.3
"2012-09-04","14:30:00",502.888888888889,29.6,4.96514733868942,1.00197433366239,24.6,2.2
"2012-09-04","14:45:00",572.111111111111,29.6,4.96748092307614,1.00098716683119,24.7,2.1
"2012-09-04","15:00:00",606.666666666667,29.6,4.96986029095992,1.00098716683119,24,2.2
"2012-09-04","15:15:00",540.444444444444,29.6,4.97227100805735,1.00098716683119,23.6,2.3
"2012-09-04","15:30:00",474.111111111111,29.5,4.97468110968038,1.00098716683119,22.2,1.8
"2012-09-04","15:45:00",434.111111111111,29.6,4.97704726970605,1.00098716683119,22.8,1.3
"2012-09-04","16:00:00",348.333333333333,29.6,4.97932128559571,1.00098716683119,22.6,1
"2012-09-04","16:15:00",304,29.7,4.98145193947755,1.00098716683119,23.1,0.9
"2012-09-04","16:30:00",284.222222222222,29.5,4.98338971949471,1.00098716683119,22,0.5
